"","recipe_id","category","serving_size_quantity","preparation_time","baking_time","difficulty","type","cooking_skills","age_of_creator","co2emissions","nr_adopters","mean_rating","nr_comments","age_in_weeks"
"189","090foppu-l2fbh-198267-znz83-143lhe21","Basics",22,102,22,"medium","vegan","chefcook",68,490,NA,NA,5,672
"190","099vmoxy-mik7q-683408-p4umw-qdia699s",NA,36,NA,74,"advanced","fish","amateurchef",39,102.36,1,4,3,1357
"191","09citib6-9ek3o-994706-7wpi1-xkkm93lj","Main dishes - others",38,5,37,"advanced","vegetarian","beginner",51,246.93,3,3.66666666666667,9,2239
"192","09cz4v1f-p3fzc-892147-894qk-f9s13lbm",NA,50,1,109,"easy","vegan","beginner",81,325.76,1,5,5,39
"193","09fon02y-62o4p-210177-wmlq5-irl8gycz","Main dishes - others",33,132,22,"easy","fish",NA,24,1177.13,1,4,4,1167
"194","09hrqes5-s5lh2-854805-ea0ay-cawjoiwp","Side dishes",44,NA,136,"medium","fish","advanced",86,808.61,1,3,2,52
"195","09m6jh9n-7gtb5-510839-qwpoy-t0ym5yvo","Side dishes",21,52,75,"medium","vegetarian","advanced",64,61.08,2,3,7,1583
"196","09m99syk-nxytp-253195-3yb9j-r6q6zprl","Sauces, dips & spreads",50,NA,33,"easy","vegan",NA,70,915.44,4,2.5,3,2239
"197","09noxbxk-i3b12-813642-3a051-karwb6sw","Drinks",45,86,97,"easy","vegan","chefcook",4,NA,NA,NA,4,2161
"198","09pbi8qs-0ukzv-578881-1nhgh-ql6d1jwg","Side dishes",33,44,64,"easy","vegetarian","advanced",-15,957,3,4,4,1711
"199","09sh9kmg-849ha-359726-on6pi-6pdry5he",NA,49,28,88,"advanced",NA,"amateurchef",11,357.47,NA,NA,8,78
"200","09vpedrr-tvbkk-348311-ul13m-y17mhti2","Baby food",29,NA,11,"easy","vegetarian","amateurchef",34,371.57,1,2,3,2147
"201","09wkn1s4-aiw5g-157014-hz3ho-zuc3gm0r","Basics",25,61,47,"medium","fish",NA,46,NA,2,3.5,7,717
"202","0a18d4zz-nc708-093524-c5161-oqgaf3gs","Pasta & rice dishes",42,150,60,"easy","meat","advanced",42,366.48,NA,NA,6,2069
"203","0a3o7ows-l2u9a-232288-mqirs-71kq4a3l","Basics",24,36,85,"easy","fish","amateurchef",47,442.92,5,3,3,1258
"204","0a46cz44-d8f3e-854032-s2fi9-t870gqhf","Pasta & rice dishes",36,45,115,"easy","vegan","advanced",14,441.32,2,1,4,1068
"205","0a46z8oz-5bdp6-155696-3e6j4-bj61vh7l","Drinks",4,109,43,"easy",NA,"beginner",51,132.34,1,4,2,1427
"206","0a4bdcbu-st6tl-398879-smm1a-pmlgtopv","Breads & rolls",2,NA,94,"medium",NA,"beginner",54,NA,1,4,5,337
"207","0a8bk5mj-fa71l-720794-k704k-hb3a4b43",NA,38,45,99,"advanced","fish","chefcook",-29,1090.84,1,4,8,1516
"208","0a9comfr-4p3ak-892270-jejy2-85jgr4p1",NA,45,143,43,"advanced","fish","amateurchef",45,977.05,NA,NA,2,819
"209","0aas7uio-qjhgj-730559-ti1a9-2p9dmi43","Main dishes - vegetarian",20,10,8,"medium","meat","beginner",52,776.44,1,4,3,1637
"210","0ab93mdf-dy3t0-580487-wscnz-gp9x55x3",NA,NA,110,97,"medium","meat","beginner",60,476.78,NA,NA,7,1552
"211","0acda5zh-k8d7f-840357-cicol-8fi40i07","Baby food",41,NA,NA,"advanced","meat","chefcook",55,490.41,1,1,5,1175
"212","0adoaxiu-ckc2p-052287-eiacm-pcbhxlxz","Baking - sweet",46,NA,62,"advanced","vegetarian",NA,39,492.08,6,4,2,2405
"213","0ai0lcjw-v3vf2-446147-v84a9-27m153e4","Baby food",35,73,NA,"medium","fish",NA,17,309.16,2,3.5,7,1780
"214","0ajf5f6e-efk78-738910-yd4rc-153r4yda","Breads & rolls",40,11,150,"medium","fish","amateurchef",-2,496.42,1,2,3,1641
"215","0ajscu40-i5um0-251937-kkyd1-paqyne64","Baby food",20,112,NA,"easy","vegan","amateurchef",-21,150.33,2,3,2,268
"216","0aksq2ye-tqjlj-958344-ek64a-965na0e8","Baking - savoury",21,136,67,"advanced","vegetarian","beginner",48,NA,2,1.5,5,2282
"217","0al8r1jf-7vh0q-585755-lpop6-vxecmgvo","Basics",11,51,129,"medium","vegan","advanced",50,398.08,1,5,4,1744
"218","0apjd9o7-dp3kp-970266-she3y-jsdfc3be","Main dishes - others",10,132,92,"easy","vegetarian","chefcook",38,372.84,1,1,5,2057
"219","0app5o57-l7e4o-591328-nmki4-ikzmnir3",NA,18,67,6,"easy","vegetarian",NA,5,667.92,1,4,4,289
"220","0arqiaw8-lds5b-724564-34z3s-wejqqamv","Baking - savoury",27,72,103,NA,"meat","amateurchef",14,554.61,2,2.5,4,353
"221","0asn07zh-ci4yu-273861-5hhee-1kj94qk3","Baby food",33,92,NA,"medium","meat","amateurchef",14,269.77,2,3.5,5,371
"222","0aspp1au-c5vkr-923923-hyyat-76a5i68h","Baking - savoury",12,64,140,"easy","vegan","amateurchef",60,336.33,1,1,2,2039
"223","0axyx4oo-1m0ca-136868-vbmhb-9fvm94f5",NA,11,NA,146,"advanced",NA,NA,70,307.48,NA,NA,4,675
"224","0ay29k7d-s44fk-913208-8m433-ru7n4s4f","Baking - sweet",8,123,NA,"medium","fish","beginner",-8,NA,NA,NA,7,2444
"225","0ayqwrmo-ha1fi-933515-jebmy-4jnphcjz","Baby food",30,82,17,"medium","meat","chefcook",23,852.35,1,5,4,383
"226","0b1dr8p0-wbue1-653685-vfjx0-8l8ueq6g","Side dishes",19,65,19,"easy","vegan","chefcook",-29,269.36,NA,NA,4,2000
"227","0b3ssd3y-6rxid-665252-09g3v-3sdmxiqv",NA,37,55,67,"medium","meat","chefcook",47,718.23,3,1.66666666666667,2,1877
"228","0b5ah3l6-2m37d-673282-60a7d-skipgydb","Main dishes - fish",10,NA,NA,"medium",NA,"beginner",70,572.11,2,3,7,604
"229","0b6bxogg-1ymav-601526-234zp-7nuerx2k","Soups",15,120,38,"advanced","meat","beginner",16,786.6,4,4,2,1656
"230","0b6ngr1f-1lo01-836017-e5o4r-jm5oq4h4","Basics",10,77,54,"easy","fish","advanced",14,449.6,4,1.75,3,2572
"231","0b9wwbw5-453sl-271636-vscch-lnevib4b","Side dishes",25,18,69,"advanced","fish",NA,85,303.88,NA,NA,5,1979
"232","0bbrs5g4-jlge0-335436-9kb6m-55mtufnd","Pasta & rice dishes",5,NA,75,"advanced","vegetarian","amateurchef",44,209.62,1,3,1,2593
"233","0bbwgq9b-7szmd-903571-bo4pb-m9ce5pzi","Desserts & sweets",9,146,46,"easy","vegan","beginner",5,51.08,1,3,6,964
"234","0be0murk-duvi3-475959-e07g0-0h1v8n6w","Soups",34,102,142,NA,"fish",NA,23,NA,4,2.5,2,436
"235","0bf9bcje-nfbcm-533674-8xh6m-43j24jla","Side dishes",33,55,129,"medium","meat","chefcook",50,627.8,1,3,4,2260
"236","0bipremw-ji4ch-229695-xxan4-rxn13enu","Starters",4,NA,127,NA,"fish",NA,77,604.97,NA,NA,7,1918
"237","0bjlpj2q-qxucd-417897-rb86s-pkc50plb","Starters",NA,118,74,"easy","meat","amateurchef",60,NA,2,3,3,961
"238","0blqxqwp-e9ejo-560034-a3lke-nl9tm317","Main dishes - fish",14,5,142,"easy","vegan","amateurchef",79,572.05,2,2.5,7,303
"239","0bo5yzt2-jelzd-888507-3mvc9-es2t49b0","Baking - sweet",NA,68,137,"medium","fish","beginner",58,128.88,2,3,6,247
"240","0bofm943-rbmtz-211374-o0vei-46ajj216","Sauces, dips & spreads",50,145,123,NA,"vegetarian","amateurchef",16,53.52,2,1.5,4,36
"241","0bp63d8u-ywkoj-335143-pm0fx-fb2ci6y9",NA,25,139,110,"easy","fish","advanced",82,483.55,2,3,4,2152
"242","0bpgimoz-qxu4i-750916-ruarg-kgciff9d","Main dishes - others",32,62,NA,"advanced","fish","chefcook",32,991.23,1,2,6,2566
"243","0bppm3ir-x34p3-795830-78j7o-c6pssib2","Basics",15,79,63,"medium",NA,NA,-15,967.75,1,4,6,2251
"244","0bpwwsyf-h2gdu-173439-stfkx-y55c1p5k","Starters",33,42,35,"medium",NA,"beginner",47,NA,2,2,6,1354
"245","0brkrlrm-ghlfv-014561-xd4bz-nmvgsic3",NA,NA,37,9,"advanced","vegetarian","advanced",23,1207.12,3,3,6,2537
"246","0bue8os9-4d6s3-612061-22jqn-fek0lk9a","Main dishes - fish",39,150,51,"easy","vegetarian","advanced",9,NA,1,2,3,797
"247","0bur3c6t-aiqdw-280235-izbrl-oknz2n6u","Desserts & sweets",45,129,144,"easy","vegan","beginner",5,205.98,2,3.5,2,755
"248","0bv39sfe-rtx0w-879723-yvgiq-158y2xnf","Basics",NA,105,17,"easy","vegan","amateurchef",11,24.72,2,3,4,1290
"249","0bvgfwwe-j9r4e-655236-ysqs2-wpns1mww","Desserts & sweets",15,120,58,"advanced","vegan","chefcook",4,NA,2,4,4,2468
"250","0bvm0m7l-2z79l-285462-roqi4-1ji8r6cb","Baking - savoury",20,66,23,"medium","meat","chefcook",43,513.49,2,1,3,1279
"251","0bwwmpmt-xyerl-646897-g5x96-a1y085zx","Breads & rolls",42,140,124,"advanced","fish",NA,87,660.44,1,4,7,2512
"252","0bwzt1dd-lfq6v-695318-5e17l-e1hykm5y",NA,14,41,143,"easy","vegetarian",NA,-5,167.67,NA,NA,3,530
"253","0bxdl39n-mw098-283627-ndr93-hrlin0m7",NA,50,3,58,"medium","vegan",NA,60,40.2,1,2,4,664
"254","0by1c0l7-bq6eu-675656-upim0-mmhy1nsv","Main dishes - others",1,35,40,NA,"fish","chefcook",63,442.83,3,2.33333333333333,3,81
"255","0byv2dsu-53evn-130541-qgsu1-kbrptdav","Breads & rolls",25,140,73,NA,"vegan","amateurchef",59,698.01,2,4.5,5,1078
"256","0bzsfyl1-vivsu-943685-umpad-huiiliwq","Main dishes - fish",15,135,83,"advanced","vegetarian","advanced",48,913.29,1,1,2,946
"257","0c34b5en-td2fq-194948-0fgws-e9uv857x",NA,43,NA,126,NA,"fish",NA,56,410.08,1,4,5,173
"258","0c4lokkd-t08p6-022838-109kf-s1ac0cej","Baking - savoury",12,70,3,NA,"vegan","chefcook",7,224.64,NA,NA,2,108
"259","0c60hku0-8ny6p-016010-5gsoo-fy9frsmv","Main dishes - vegetarian",23,121,95,"medium","vegetarian","amateurchef",96,356.3,1,5,7,2381
"260","0canp85g-n9tzu-006801-c0usn-xp612vln","Main dishes - others",32,57,54,"medium","fish","amateurchef",39,1024.17,1,5,4,2071
"261","0cbbel1z-10h9i-910485-qq54p-jyqnv9bw","Pasta & rice dishes",NA,40,86,"medium","meat","chefcook",-4,1002.76,1,4,5,2150
"262","0cbn057u-8jqus-293263-l5z3i-cihwcn65","Starters",46,72,122,"easy","meat","amateurchef",43,184.14,1,3,5,2270
"263","0cbs3mhc-3lqrw-529291-z03gm-fdti8sds","Main dishes - others",NA,57,120,"easy",NA,"chefcook",21,NA,2,2.5,5,521
"264","0cbwioji-x9u4b-608986-a5mx1-s1wimgot","Sauces, dips & spreads",NA,111,NA,"medium","vegan","amateurchef",8,NA,2,2.5,1,1342
"265","0cc2fqum-lee8i-690878-pfxt9-d7104cc6",NA,9,97,NA,"medium","meat","amateurchef",1,479.92,2,3,7,47
"266","0cdg0xz4-xc4jk-821641-pa6rz-noml3171","Baby food",44,5,NA,"medium","vegetarian","chefcook",-13,725.59,1,1,4,1163
"267","0cdspkhd-y6fcp-407133-0xyg8-96ipz0yu","Side dishes",27,72,55,"advanced","vegan","amateurchef",11,296.03,3,2.66666666666667,8,77
"268","0ce8ky81-tm906-382748-vztsc-1xljbwwi","Baking - savoury",46,93,16,"medium",NA,"amateurchef",33,5.09,3,3,4,2400
"269","0cf1xowc-ulw4k-895194-f7hzq-rn7zgtnt","Starters",10,36,27,"advanced","vegan","chefcook",35,534.15,3,2.33333333333333,8,2325
"270","0ch8ldqp-0nf1i-940130-nmfex-u5gam7tz","Pasta & rice dishes",NA,148,100,"medium","vegetarian","advanced",64,NA,NA,NA,2,826
"271","0ci57rfi-aq9my-554178-b3w1c-iomapi7q","Main dishes - meat",49,8,24,NA,NA,"beginner",51,441.19,2,4,2,63
"272","0cjnkgns-zatq2-125502-y8e29-ynz424e9","Starters",24,106,132,"easy",NA,"beginner",14,754.56,NA,NA,5,934
"273","0ck9s4cc-tv1po-538562-giqg1-jaj65qiq","Main dishes - fish",NA,77,88,"medium","fish","amateurchef",49,NA,1,3,5,279
"274","0ckrwap3-o6q2e-019913-yethl-zzp8nioh","Pasta & rice dishes",17,38,NA,"easy","vegetarian","amateurchef",96,134.91,1,5,8,2426
"275","0cm05j4k-za99r-028500-50cvy-obr38tsq","Main dishes - fish",NA,63,73,"medium",NA,"advanced",68,105.72,2,3,12,2475
"276","0cnysw3j-a89xe-380726-lr61l-oyd7x4z4","Baking - savoury",50,28,142,"advanced","fish",NA,70,249.56,4,3.25,4,63
"277","0cnzq6f0-oovq3-919803-r359k-jls5uqm6",NA,NA,140,123,"medium","vegetarian",NA,15,498.82,4,2.5,3,1852
"278","0cqbn6ol-kqo73-166486-uq3ky-rfrbqi9e","Soups",6,85,73,NA,"fish","beginner",54,467.73,NA,NA,7,216
"279","0cqus0ng-mw5lb-559419-1mehe-wr88jdbp","Basics",NA,53,76,NA,"fish","advanced",63,391.88,1,5,1,327
"280","0cscwmsq-99wkf-059276-qi997-hr209hsx",NA,44,13,96,"medium","vegan","amateurchef",96,303.61,1,5,3,1398
"281","0cvanzzo-8hre9-674470-x4ltg-qvrdvq11",NA,NA,90,88,"easy","meat",NA,24,58.84,3,3.66666666666667,4,749
"282","0cwbxbao-jksjy-326491-f2sy1-o98hdhfl","Baby food",10,7,30,"medium","vegan","advanced",47,477.84,1,2,7,659
"283","0cxjwfhp-obugh-553759-idyz8-c6kmd3j2","Basics",14,59,65,"advanced","vegan","chefcook",59,183.05,2,1.5,1,556
"284","0cy34nx1-yf41j-664184-qcqbk-owj7apyp","Drinks",8,16,76,"advanced","fish","chefcook",-12,199.04,2,3,3,2148
"285","0cz01tri-rr34t-542664-i073t-1iz7pifq","Baking - sweet",34,2,61,"medium","fish","advanced",-10,NA,1,4,5,967
"286","0d4ueh9u-q46ld-845549-glozp-8opxt3i7","Baking - savoury",33,112,44,NA,"vegan",NA,60,290.13,1,4,3,541
"287","0d7g6ytu-qfqzf-085247-jr4bt-ydlxkyyv","Baking - savoury",2,41,90,"easy","meat","amateurchef",47,24,2,1.5,5,1752
"288","0d7lcjzs-18wn0-382863-ufvzk-5203wjfa","Starters",9,NA,121,"advanced","meat",NA,-12,371.74,4,2.75,6,1719
"289","0d7pv1yj-ugsa1-871284-9u0p3-m9tm284t",NA,8,73,NA,"easy","vegan","amateurchef",17,492.66,2,3.5,3,1456
"290","0d7vy97d-2bom3-094544-d141g-o78qiy9m",NA,1,123,72,"easy","vegan","beginner",35,307.88,3,3.33333333333333,3,2014
"291","0d8zfxl0-c5pfs-687137-tc275-yuszcxbo",NA,39,53,60,"advanced","fish","advanced",-15,357.22,1,4,4,1529
"292","0d9y3xjk-sru1y-805841-esy5d-p4rg7yaw","Main dishes - fish",7,52,27,"advanced","vegetarian","beginner",0,236.56,2,3.5,5,1749
"293","0dfmpu4a-zxys5-840484-cwqek-8sibt6l2","Starters",26,10,19,"medium","vegan","amateurchef",74,358.52,2,3,10,533
"294","0di2g4n0-5dbrd-364126-0tlsb-x3duoshn",NA,24,53,96,"advanced","meat","beginner",84,27,NA,NA,1,2305
"295","0dizqa2a-6z2o9-328933-77z6n-m1x4ku52","Main dishes - vegetarian",48,32,33,"medium","vegetarian","advanced",56,147.61,1,3,4,1144
"296","0dje6jib-as0k5-876214-9vipz-5zcgkyen","Baby food",8,142,68,"medium","meat","chefcook",15,863.9,1,4,5,540
"297","0djjch19-29c2t-329450-782eb-ab513huo","Main dishes - fish",10,143,55,NA,"vegan",NA,60,467.09,4,2.75,7,1373
"298","0djliv40-o195f-334612-mcjog-on5cwit6","Sauces, dips & spreads",14,60,13,"medium","vegan","advanced",-4,698.3,2,3.5,10,405
"299","0dmghxds-j3pxq-558809-5j1gu-agdjvh5x","Main dishes - vegetarian",NA,60,126,"easy","vegetarian",NA,60,32.04,1,3,1,1345
"300","0dnb4zn5-wfnw0-065514-8mquz-2gu3iemn",NA,8,31,120,"easy","meat","advanced",36,244.88,1,3,5,1783
"301","0dnsvy0h-xesmr-259894-06izg-cbzksmjz",NA,31,58,11,"medium","meat","amateurchef",65,826.95,2,3,6,2305
"302","0dolph65-7w1ob-816055-toece-z8x6pq88","Baking - savoury",NA,120,137,"easy","fish","amateurchef",43,361.39,3,2,5,1184
"303","0dp0rssj-vdsdm-096989-cwq35-9jv7rfbe","Baby food",23,141,33,"advanced","vegan","advanced",47,134,1,1,5,1288
"304","0dqcs06c-e5tok-196795-j1hpr-548jtg78","Sauces, dips & spreads",16,10,112,"easy","fish","beginner",31,447.72,1,4,4,2214
"305","0dtnh8cm-18ux7-288723-sgj2p-tbvrl3co","Main dishes - vegetarian",NA,77,79,NA,"meat",NA,46,203.72,NA,NA,5,1677
"306","0dujscaj-cecr6-385712-4qixw-hirhycrc","Baking - savoury",41,116,NA,"medium","fish","chefcook",69,688.78,5,3,2,1207
"307","0dwhr5on-kluc8-315083-sk2sg-iskp7wnt","Main dishes - others",25,93,101,"easy","vegetarian","beginner",54,434.95,3,1.33333333333333,7,1218
"308","0dwn2tzl-qi080-515352-7rc71-h0ky2mu9","Basics",NA,144,NA,"easy","fish","chefcook",51,305.34,1,2,3,2299
"309","0dxhn3nu-3ucfa-123078-g7s1h-037zagfj",NA,40,126,NA,"advanced","vegan","amateurchef",70,24.12,NA,NA,4,1157
"310","0dxiwazl-4ydx1-783360-onoy9-3npbruwg","Soups",18,42,27,"medium",NA,"advanced",-15,40.2,NA,NA,1,814
"311","0dy7g17z-drj0x-369328-8bjj8-w8j97iqz","Basics",11,73,118,"easy",NA,NA,30,482.83,1,3,6,919
"312","0dylc5my-vmcev-649837-40u5u-m7k44cdi","Main dishes - vegetarian",32,45,31,"medium",NA,"chefcook",-2,285.57,1,3,4,2443
"313","0dytfzi4-fh87a-120358-25ofy-5ixiqyre","Side dishes",18,NA,28,"medium","fish","amateurchef",63,312.05,3,2.66666666666667,4,133
"314","0e0c2mrc-jr68e-456281-v0d4z-l33czjmk","Baking - savoury",NA,93,24,"medium","fish","beginner",48,350.9,NA,NA,9,1431
"315","0e2hxxkn-shru7-585631-ns3o7-37ecf5g9",NA,NA,137,NA,"advanced","vegetarian","beginner",-25,444.28,1,4,8,2059
"316","0e3rlmh2-o9cny-522878-ki291-c99gws9e","Desserts & sweets",31,103,3,"easy","meat",NA,70,1244.26,1,2,5,758
"317","0e4soylv-chkut-453672-uptsv-xmkr5wkq","Drinks",NA,73,121,"advanced","fish","amateurchef",12,415.96,2,4.5,4,1480
"318","0e6znu7c-ihnwj-505201-kdejb-79zd0wol","Side dishes",17,85,41,"medium","meat","amateurchef",55,375.84,NA,NA,5,741
"319","0e8qz53f-376hl-727583-ehg28-zhq8wskz","Soups",7,122,75,"advanced","vegan","amateurchef",77,NA,2,2.5,3,1172
"320","0e9dvxak-sketo-192150-jgnhz-tw758msk","Main dishes - others",44,NA,46,"medium","vegetarian","beginner",54,527.17,NA,NA,7,1844
"321","0elgre05-7thcl-632570-cx076-42e8e7w4","Baby food",3,98,11,NA,"vegetarian","amateurchef",18,33.24,4,2.5,5,2429
"322","0en4hzp1-jbcrz-876081-omde1-gwag7trc","Main dishes - fish",14,90,NA,"medium","vegan","amateurchef",17,736.82,3,3.33333333333333,4,2551
"323","0epoxul3-8gxpj-096429-r98wb-o4ixi0td","Baby food",42,94,30,"medium","fish","advanced",50,281.92,1,1,6,285
"324","0eqeofsv-9jrx3-003145-rhzmp-2dvn7q0q","Baby food",26,100,113,NA,"vegan","advanced",47,808.2,5,3.2,6,2484
"325","0eudnl2p-8xylp-185474-9cz0p-srfs85gm","Main dishes - vegetarian",13,59,76,"advanced","vegan","amateurchef",42,442.83,2,3.5,6,1819
"326","0eyuknlj-fwpqh-809270-ltftg-652g76bn",NA,NA,44,144,NA,"vegetarian","chefcook",39,23.16,3,4,3,2343
"327","0ezscv1z-4rjho-934011-mbqdd-bvc8t0np","Soups",NA,NA,76,NA,"fish","beginner",40,137.43,1,4,9,1068
"328","0f1jzvas-cp0sw-980302-eojqf-2jsx8y6j",NA,12,21,78,"medium","vegan","beginner",54,348.27,1,2,7,924
"329","0f32xe33-xqzpx-130124-35izq-8l73hsz9","Baking - savoury",46,136,28,"easy","meat","beginner",31,255.2,2,1.5,3,102
"330","0f4se52p-o1a3w-121484-defz3-oqfua7vo","Basics",6,28,15,"advanced","vegetarian","beginner",36,318.8,NA,NA,4,1558
"331","0f5xi4ry-fus1r-671212-q9cxw-cwtqwr6w","Side dishes",NA,65,79,"easy","vegetarian","chefcook",69,36,NA,NA,7,2126
"332","0f641er0-11etc-921130-yppge-2bf35n6f","Drinks",34,5,81,NA,"fish","advanced",-2,99.96,2,2.5,3,2065
"333","0f6ei21z-mzu3k-996053-k7plo-9ngqydkf","Baking - sweet",5,102,132,NA,NA,"amateurchef",33,546.32,3,3,8,1511
"334","0f6gqvcz-5h6mn-840990-359jd-z2g1qfi0","Main dishes - fish",3,146,1,"medium",NA,"chefcook",69,290.13,NA,NA,4,1339
"335","0f7cdur6-o7a5a-009043-9ei6p-7ru232if","Basics",19,64,11,"advanced","fish","chefcook",69,244.6,2,3,7,971
"336","0f7laawu-tqt3l-093082-ddu0c-w7vv21wk",NA,46,51,NA,"easy","fish","amateurchef",0,NA,1,4,7,3
"337","0f7yy0j1-kqyrx-189294-cw9ly-0iidycki","Baking - sweet",22,5,134,"advanced","fish","beginner",26,85.54,1,5,5,1696
"338","0ffh0vky-hr9md-402879-bln5z-65cm61n1","Drinks",4,45,120,"easy","vegan","advanced",46,NA,3,1.66666666666667,2,676
"339","0fgoyfhx-cmcff-538964-lc69i-pdaxtq7l","Basics",36,NA,50,"medium","vegetarian","beginner",52,136.99,NA,NA,3,2293
"340","0fmquto9-5gp73-677182-vut1z-pp3n51xo",NA,35,NA,29,"advanced","vegan","advanced",82,510.87,1,3,4,721
"341","0fqtxy5d-za8hs-412417-ai3ry-x6ccuvak","Main dishes - meat",5,63,36,"medium","fish","advanced",63,61.98,NA,NA,4,1457
"342","0fr2hogx-qbjff-511503-t2314-ijry2j42","Baking - savoury",38,116,NA,"easy","meat","chefcook",63,NA,3,2.33333333333333,4,1901
"343","0fupuams-o2lm1-327845-dnfo2-5gnsjv82","Soups",14,132,NA,"medium","vegan","amateurchef",34,110.84,4,4,5,708
"344","0fv3idle-g67of-673011-h72rs-9xprtxj6","Drinks",45,103,128,"medium","meat","beginner",18,85.24,4,3.75,8,2425
"345","0fv56gmw-miyoh-654045-pa7fv-kr8lvb6c","Baking - savoury",50,87,52,"easy","meat","chefcook",69,793.55,NA,NA,7,836
"346","0fvoasms-fk3m7-964351-gpx0f-g7gabaz0","Main dishes - meat",16,NA,37,"easy",NA,"amateurchef",11,558.4,NA,NA,3,852
"347","0fvwau8q-16pwc-769428-88dcg-qg9vrmw0","Side dishes",NA,63,23,"advanced","vegetarian","chefcook",64,NA,2,1.5,3,554
"348","0fxyd65d-wklth-383889-k2qgl-u26lvrll","Baking - sweet",46,60,NA,"medium","meat","amateurchef",96,NA,5,2.4,4,476
"349","0fzhu8r6-2lxtp-119172-fkopf-n8anrxad","Pasta & rice dishes",2,145,109,"easy",NA,"chefcook",36,NA,4,3,4,2418
"350","0g22j1el-np5jw-987379-krrkb-lhgw2q62","Main dishes - meat",NA,124,13,"advanced","fish","advanced",64,1030.93,2,4.5,6,2558
"351","0g27nfs3-dflnk-381246-k3afe-3hh16qmc","Baking - savoury",24,125,NA,"easy",NA,"beginner",19,50.64,2,2.5,9,697
"352","0g299jn7-d2v72-002489-tdsfr-ptb0d0ui","Main dishes - vegetarian",38,141,19,NA,"vegetarian","amateurchef",11,498.37,2,3,4,1291
"353","0g3e8xul-5a364-476786-13l49-3ocau0sf",NA,31,28,69,"medium","vegetarian","advanced",39,328.14,3,3.66666666666667,8,2097
"354","0g3pdw2d-lb2nq-070858-e10b0-1o8jy0yr","Breads & rolls",47,55,75,"easy","vegan","amateurchef",36,763.44,2,3.5,4,1194
"355","0g45mex8-wt2wz-934878-zlq0n-lw2pra56","Starters",25,NA,114,NA,NA,"beginner",14,275.67,2,2.5,7,2566
"356","0g4ia2lu-uunvj-925745-lgqnb-el4tz01g","Main dishes - fish",6,100,50,"easy","fish","advanced",-1,273.22,NA,NA,2,2365
"357","0g5d2fif-hkfwy-704786-0spta-kqc9u47s","Main dishes - vegetarian",30,114,100,"advanced","vegan","chefcook",35,1395.8,2,5,4,634
"358","0g94jlrr-h7d2w-648300-19t94-ybfd5uf6","Baking - sweet",40,15,37,"easy",NA,NA,24,250.17,NA,NA,3,312
"359","0gcf9jlh-xg9bu-484413-u7qx7-ok6lfviy","Main dishes - others",NA,32,32,NA,"vegetarian","amateurchef",20,36.73,3,3,5,2593
"360","0gd7xj9r-vbpiy-534707-wo2sh-5ja7eghl","Main dishes - others",39,91,63,"advanced","vegetarian","beginner",53,1196.05,1,1,8,3
"361","0ge6l42p-rb7dv-903750-ma05t-estntmwz","Main dishes - vegetarian",9,11,NA,"medium","vegetarian","beginner",65,54.12,4,2,3,1975
"362","0gio1164-48dou-653602-mxc82-cd8e6vs2","Main dishes - vegetarian",14,20,62,"medium","vegetarian","advanced",-6,16.56,1,2,NA,2397
"363","0gjydmfu-k3loe-391842-ph71j-xeu3dlhf","Baby food",8,NA,29,"easy",NA,NA,70,327.93,1,1,8,2252
"364","0gk2navd-8wc2g-504102-vsbgu-t6b6koiz","Desserts & sweets",28,NA,117,"easy","vegan","amateurchef",21,194.75,2,4,NA,220
"365","0glaf8yv-pnu5p-813292-nv79i-y93v48de","Sauces, dips & spreads",38,125,133,"easy",NA,NA,51,81.44,3,3,1,525
"366","0glb9c0k-biim9-021859-a6p4e-g4rr5rxx","Main dishes - meat",37,25,NA,"advanced","fish","amateurchef",36,NA,NA,NA,3,2047
"367","0gn43p0y-sq2mh-952452-wp3r8-re2cm1qg",NA,28,125,17,"easy","fish",NA,51,124.04,1,1,6,396
"368","0gt7zm62-tf4ve-876550-0rtpm-gtk4noct",NA,17,30,NA,"medium","vegetarian","beginner",43,592.29,1,5,6,966
"369","0gtq2aj1-knn6u-516402-3rmtj-mx3q9f3i","Main dishes - others",7,128,39,"medium",NA,"advanced",52,190.67,2,4,2,2132
"370","0gu7bhaa-521ho-101444-2m39s-d8jehg00",NA,4,13,27,"easy","vegetarian","chefcook",63,NA,5,3.6,7,1410
"371","0gug7rmc-qhboy-719072-km4ah-of1wkjp5","Main dishes - others",11,29,74,"medium",NA,"amateurchef",74,549,2,2.5,10,2367
"372","0gw264l0-anjos-584603-0bzbb-6429mbdz","Baby food",2,125,147,"easy","meat","amateurchef",57,575.07,1,2,2,1280
"373","0gwgwsxx-dczjm-310657-1vz79-ni05793b","Main dishes - meat",20,79,104,"advanced","meat","amateurchef",38,285.56,1,3,9,2431
"374","0gzxiko3-0culu-759469-btsem-imufz2vz","Baking - sweet",48,NA,NA,"easy","vegan","beginner",47,NA,1,4,7,1674
"375","0h5ol7yc-mi52d-222510-yvbps-f7mmrmps",NA,NA,39,30,"easy","vegetarian","amateurchef",77,547.24,3,2.33333333333333,7,1977
"376","0h7fymfv-9nw80-350199-oiflu-k4brzu5z","Baking - sweet",50,103,128,"advanced","vegan","chefcook",12,NA,2,2.5,3,1279
